Phone Model,Operating System,Features,Brand,Warranty Period,Network Connections,Storage Capacity,Color Family,Memory RAM,Camera,Phone Screen Size
1785.json,6,-1,46,-1,-1,17,8,6,12,2
1785.json,6,-1,46,-1,-1,17,8,6,14,2
1785.json,6,-1,46,-1,-1,12,0,6,1,2
1785.json,6,-1,46,-1,-1,12,0,6,2,2
1785.json,6,-1,46,-1,-1,12,0,6,3,2
1785.json,6,-1,46,-1,-1,12,0,6,4,2
1785.json,6,-1,46,-1,-1,12,0,6,5,2
1785.json,6,-1,46,-1,-1,12,0,6,6,2
1785.json,6,-1,46,-1,-1,12,0,6,9,2
1785.json,6,-1,46,-1,-1,12,0,6,10,2
1785.json,6,-1,46,-1,-1,12,0,6,12,2
1785.json,6,-1,46,-1,-1,12,0,6,14,2
1785.json,6,-1,46,-1,-1,12,17,6,1,2
1785.json,6,-1,46,-1,-1,12,17,6,2,2
1785.json,6,-1,46,-1,-1,12,17,6,3,2
1785.json,6,-1,46,-1,-1,12,17,6,4,2
1785.json,6,-1,46,-1,-1,12,17,6,5,2
1785.json,6,-1,46,-1,-1,12,17,6,6,2
1785.json,6,-1,46,-1,-1,12,17,6,9,2
1785.json,6,-1,46,-1,-1,12,17,6,10,2
1785.json,6,-1,46,-1,-1,12,17,6,12,2
1785.json,6,-1,46,-1,-1,12,17,6,14,2
1785.json,6,-1,46,-1,-1,12,10,6,1,2
1785.json,6,-1,46,-1,-1,12,10,6,2,2
1785.json,6,-1,46,-1,-1,12,10,6,3,2
1785.json,6,-1,46,-1,-1,12,10,6,4,2
1785.json,6,-1,46,-1,-1,12,10,6,5,2
1785.json,6,-1,46,-1,-1,12,10,6,6,2
1785.json,6,-1,46,-1,-1,12,10,6,9,2
1785.json,6,-1,46,-1,-1,12,10,6,10,2
1785.json,6,-1,46,-1,-1,12,10,6,12,2
1785.json,6,-1,46,-1,-1,12,10,6,14,2
1785.json,6,-1,46,-1,-1,12,8,6,1,2
1785.json,6,-1,46,-1,-1,12,8,6,2,2
1785.json,6,-1,46,-1,-1,12,8,6,3,2
1785.json,6,-1,46,-1,-1,12,8,6,4,2
1785.json,6,-1,46,-1,-1,12,8,6,5,2
1785.json,6,-1,46,-1,-1,12,8,6,6,2
1785.json,6,-1,46,-1,-1,12,8,6,9,2
1785.json,6,-1,46,-1,-1,12,8,6,10,2
1785.json,6,-1,46,-1,-1,12,8,6,12,2
1785.json,6,-1,46,-1,-1,12,8,6,14,2
179.json,1,-1,2,-1,1,17,0,8,6,2
179.json,1,-1,2,-1,1,17,17,8,6,2
179.json,1,-1,2,-1,1,17,19,8,6,2
179.json,1,-1,2,-1,1,17,20,8,6,2
179.json,1,-1,2,-1,1,12,0,8,6,2
179.json,1,-1,2,-1,1,12,17,8,6,2
179.json,1,-1,2,-1,1,12,19,8,6,2
179.json,1,-1,2,-1,1,12,20,8,6,2
179.json,1,-1,2,-1,1,1,0,8,6,2
179.json,1,-1,2,-1,1,1,17,8,6,2
179.json,1,-1,2,-1,1,1,19,8,6,2
179.json,1,-1,2,-1,1,1,20,8,6,2
180.json,6,-1,30,-1,-1,3,8,4,8,2
180.json,6,-1,30,-1,-1,3,8,4,1,2
180.json,6,-1,30,-1,-1,3,9,4,8,2
180.json,6,-1,30,-1,-1,3,9,4,1,2
180.json,6,-1,30,-1,-1,3,10,4,8,2
180.json,6,-1,30,-1,-1,3,10,4,1,2
180.json,6,-1,30,-1,-1,3,12,4,8,2
180.json,6,-1,30,-1,-1,3,12,4,1,2
1802.json,-1,-1,43,-1,-1,-1,-1,-1,-1,-1
1813.json,-1,-1,-1,-1,-1,-1,8,-1,-1,-1
1813.json,-1,-1,-1,-1,-1,-1,10,-1,-1,-1
182.json,1,-1,2,-1,1,16,19,7,1,2
182.json,1,-1,2,-1,1,16,20,7,1,2
182.json,1,-1,2,-1,1,3,19,7,1,2
182.json,1,-1,2,-1,1,3,20,7,1,2
1822.json,-1,-1,42,-1,-1,-1,-1,-1,-1,-1
1888.json,6,-1,43,-1,1,3,0,7,6,2
1888.json,6,-1,43,-1,1,3,8,7,6,2
1888.json,6,-1,43,-1,1,3,10,7,6,2
1888.json,6,-1,43,-1,1,3,17,7,6,2
1888.json,6,-1,43,-1,1,3,18,7,6,2
1888.json,6,-1,43,-1,1,3,22,7,6,2
1888.json,6,-1,43,-1,1,12,0,7,6,2
1888.json,6,-1,43,-1,1,12,8,7,6,2
1888.json,6,-1,43,-1,1,12,10,7,6,2
1888.json,6,-1,43,-1,1,12,17,7,6,2
1888.json,6,-1,43,-1,1,12,18,7,6,2
1888.json,6,-1,43,-1,1,12,22,7,6,2
19.json,6,-1,55,-1,-1,16,0,7,1,2
19.json,6,-1,55,-1,-1,16,0,7,2,2
19.json,6,-1,55,-1,-1,16,0,7,3,2
19.json,6,-1,55,-1,-1,16,0,7,4,2
19.json,6,-1,55,-1,-1,16,0,7,5,2
19.json,6,-1,55,-1,-1,16,0,7,6,2
19.json,6,-1,55,-1,-1,16,0,7,9,2
19.json,6,-1,55,-1,-1,16,0,7,10,2
19.json,6,-1,55,-1,-1,16,0,7,12,2
19.json,6,-1,55,-1,-1,16,0,7,14,2
19.json,6,-1,55,-1,-1,16,17,7,1,2
19.json,6,-1,55,-1,-1,16,17,7,2,2
19.json,6,-1,55,-1,-1,16,17,7,3,2
19.json,6,-1,55,-1,-1,16,17,7,4,2
19.json,6,-1,55,-1,-1,16,17,7,5,2
19.json,6,-1,55,-1,-1,16,17,7,6,2
19.json,6,-1,55,-1,-1,16,17,7,9,2
19.json,6,-1,55,-1,-1,16,17,7,10,2
19.json,6,-1,55,-1,-1,16,17,7,12,2
19.json,6,-1,55,-1,-1,16,17,7,14,2
19.json,6,-1,55,-1,-1,12,0,7,1,2
19.json,6,-1,55,-1,-1,12,0,7,2,2
19.json,6,-1,55,-1,-1,12,0,7,3,2
19.json,6,-1,55,-1,-1,12,0,7,4,2
19.json,6,-1,55,-1,-1,12,0,7,5,2
19.json,6,-1,55,-1,-1,12,0,7,6,2
19.json,6,-1,55,-1,-1,12,0,7,9,2
19.json,6,-1,55,-1,-1,12,0,7,10,2
19.json,6,-1,55,-1,-1,12,0,7,12,2
19.json,6,-1,55,-1,-1,12,0,7,14,2
19.json,6,-1,55,-1,-1,12,17,7,1,2
19.json,6,-1,55,-1,-1,12,17,7,2,2
19.json,6,-1,55,-1,-1,12,17,7,3,2
19.json,6,-1,55,-1,-1,12,17,7,4,2
19.json,6,-1,55,-1,-1,12,17,7,5,2
19.json,6,-1,55,-1,-1,12,17,7,6,2
19.json,6,-1,55,-1,-1,12,17,7,9,2
19.json,6,-1,55,-1,-1,12,17,7,10,2
19.json,6,-1,55,-1,-1,12,17,7,12,2
19.json,6,-1,55,-1,-1,12,17,7,14,2
1911.json,3,-1,41,-1,-1,-1,19,-1,-1,2
1911.json,3,-1,41,-1,-1,-1,20,-1,-1,2
1916.json,6,-1,21,-1,-1,17,0,6,1,2
1916.json,6,-1,21,-1,-1,17,0,6,9,2
1916.json,6,-1,21,-1,-1,17,17,6,1,2
1916.json,6,-1,21,-1,-1,17,17,6,9,2
1916.json,6,-1,21,-1,-1,12,0,6,1,2
1916.json,6,-1,21,-1,-1,12,0,6,9,2
1916.json,6,-1,21,-1,-1,12,17,6,1,2
1916.json,6,-1,21,-1,-1,12,17,6,9,2
197.json,1,-1,2,-1,1,16,8,7,6,2
197.json,1,-1,2,-1,1,16,10,7,6,2
197.json,1,-1,2,-1,1,16,19,7,6,2
197.json,1,-1,2,-1,1,16,20,7,6,2
197.json,1,-1,2,-1,1,3,8,7,6,2
197.json,1,-1,2,-1,1,3,10,7,6,2
197.json,1,-1,2,-1,1,3,19,7,6,2
197.json,1,-1,2,-1,1,3,20,7,6,2
200.json,-1,-1,-1,-1,-1,-1,8,-1,-1,2
200.json,-1,-1,-1,-1,-1,-1,10,-1,-1,2
2092.json,6,-1,2,-1,-1,12,2,6,1,2
2092.json,6,-1,2,-1,-1,12,3,6,1,2
2092.json,6,-1,2,-1,-1,12,4,6,1,2
2092.json,6,-1,2,-1,-1,12,5,6,1,2
2092.json,6,-1,2,-1,-1,12,8,6,1,2
2092.json,6,-1,2,-1,-1,12,10,6,1,2
2092.json,6,-1,2,-1,-1,12,15,6,1,2
2092.json,6,-1,2,-1,-1,12,19,6,1,2
21.json,-1,-1,41,-1,0,1,0,5,8,2
21.json,-1,-1,41,-1,0,1,0,5,1,2
21.json,-1,-1,41,-1,0,1,0,7,8,2
21.json,-1,-1,41,-1,0,1,0,7,1,2
21.json,-1,-1,41,-1,0,1,17,5,8,2
21.json,-1,-1,41,-1,0,1,17,5,1,2
21.json,-1,-1,41,-1,0,1,17,7,8,2
21.json,-1,-1,41,-1,0,1,17,7,1,2
21.json,-1,-1,41,-1,0,3,0,5,8,2
21.json,-1,-1,41,-1,0,3,0,5,1,2
21.json,-1,-1,41,-1,0,3,0,7,8,2
21.json,-1,-1,41,-1,0,3,0,7,1,2
21.json,-1,-1,41,-1,0,3,17,5,8,2
21.json,-1,-1,41,-1,0,3,17,5,1,2
21.json,-1,-1,41,-1,0,3,17,7,8,2
21.json,-1,-1,41,-1,0,3,17,7,1,2
21.json,-1,-1,41,-1,0,12,0,5,8,2
21.json,-1,-1,41,-1,0,12,0,5,1,2
21.json,-1,-1,41,-1,0,12,0,7,8,2
21.json,-1,-1,41,-1,0,12,0,7,1,2
21.json,-1,-1,41,-1,0,12,17,5,8,2
21.json,-1,-1,41,-1,0,12,17,5,1,2
21.json,-1,-1,41,-1,0,12,17,7,8,2
21.json,-1,-1,41,-1,0,12,17,7,1,2
2123.json,6,-1,43,-1,-1,12,0,7,-1,4
2123.json,6,-1,43,-1,-1,12,8,7,-1,4
2123.json,6,-1,43,-1,-1,12,9,7,-1,4
2123.json,6,-1,43,-1,-1,12,10,7,-1,4
2123.json,6,-1,43,-1,-1,12,12,7,-1,4
2123.json,6,-1,43,-1,-1,12,17,7,-1,4
214.json,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2154.json,3,-1,41,-1,-1,-1,8,-1,-1,2
2154.json,3,-1,41,-1,-1,-1,10,-1,-1,2
2158.json,6,-1,-1,-1,-1,17,-1,6,6,4
2158.json,6,-1,-1,-1,-1,17,-1,7,6,4
2161.json,-1,-1,-1,-1,-1,-1,9,-1,-1,-1
2161.json,-1,-1,-1,-1,-1,-1,12,-1,-1,-1
2162.json,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2165.json,3,-1,9,-1,-1,-1,8,-1,-1,2
2165.json,3,-1,9,-1,-1,-1,10,-1,-1,2
2182.json,6,-1,41,-1,0,1,9,4,1,2
2182.json,6,-1,41,-1,0,1,9,4,9,2
2182.json,6,-1,41,-1,0,1,12,4,1,2
2182.json,6,-1,41,-1,0,1,12,4,9,2
2182.json,6,-1,41,-1,0,3,9,4,1,2
2182.json,6,-1,41,-1,0,3,9,4,9,2
2182.json,6,-1,41,-1,0,3,12,4,1,2
2182.json,6,-1,41,-1,0,3,12,4,9,2
22.json,-1,-1,52,-1,-1,-1,-1,-1,-1,2
221.json,1,-1,2,-1,-1,17,8,9,-1,2
221.json,1,-1,2,-1,-1,17,8,4,-1,2
221.json,1,-1,2,-1,-1,17,10,9,-1,2
221.json,1,-1,2,-1,-1,17,10,4,-1,2
221.json,1,-1,2,-1,-1,17,19,9,-1,2
221.json,1,-1,2,-1,-1,17,19,4,-1,2
221.json,1,-1,2,-1,-1,17,20,9,-1,2
221.json,1,-1,2,-1,-1,17,20,4,-1,2
221.json,1,-1,2,-1,-1,3,8,9,-1,2
221.json,1,-1,2,-1,-1,3,8,4,-1,2
221.json,1,-1,2,-1,-1,3,10,9,-1,2
221.json,1,-1,2,-1,-1,3,10,4,-1,2
221.json,1,-1,2,-1,-1,3,19,9,-1,2
221.json,1,-1,2,-1,-1,3,19,4,-1,2
221.json,1,-1,2,-1,-1,3,20,9,-1,2
221.json,1,-1,2,-1,-1,3,20,4,-1,2
221.json,1,-1,2,-1,-1,12,8,9,-1,2
221.json,1,-1,2,-1,-1,12,8,4,-1,2
221.json,1,-1,2,-1,-1,12,10,9,-1,2
221.json,1,-1,2,-1,-1,12,10,4,-1,2
221.json,1,-1,2,-1,-1,12,19,9,-1,2
221.json,1,-1,2,-1,-1,12,19,4,-1,2
221.json,1,-1,2,-1,-1,12,20,9,-1,2
221.json,1,-1,2,-1,-1,12,20,4,-1,2
221.json,1,-1,2,-1,-1,1,8,9,-1,2
221.json,1,-1,2,-1,-1,1,8,4,-1,2
221.json,1,-1,2,-1,-1,1,10,9,-1,2
221.json,1,-1,2,-1,-1,1,10,4,-1,2
221.json,1,-1,2,-1,-1,1,19,9,-1,2
221.json,1,-1,2,-1,-1,1,19,4,-1,2
221.json,1,-1,2,-1,-1,1,20,9,-1,2
221.json,1,-1,2,-1,-1,1,20,4,-1,2
2217.json,-1,-1,38,-1,-1,-1,8,-1,-1,2
2217.json,-1,-1,38,-1,-1,-1,10,-1,-1,2
2217.json,-1,-1,38,-1,-1,-1,19,-1,-1,2
222.json,6,-1,43,-1,-1,17,24,6,1,2
222.json,6,-1,43,-1,-1,17,24,6,9,2
224.json,6,-1,-1,-1,-1,17,24,6,1,4
224.json,6,-1,-1,-1,-1,17,24,6,9,4
226.json,-1,-1,-1,-1,-1,-1,8,-1,-1,-1
226.json,-1,-1,-1,-1,-1,-1,10,-1,-1,-1
2261.json,-1,-1,-1,-1,-1,-1,24,-1,-1,-1
2265.json,6,-1,21,-1,0,17,8,6,1,4
2265.json,6,-1,21,-1,0,17,8,6,9,4
2265.json,6,-1,21,-1,0,17,9,6,1,4
2265.json,6,-1,21,-1,0,17,9,6,9,4
2265.json,6,-1,21,-1,0,17,10,6,1,4
2265.json,6,-1,21,-1,0,17,10,6,9,4
2265.json,6,-1,21,-1,0,17,12,6,1,4
2265.json,6,-1,21,-1,0,17,12,6,9,4
2271.json,-1,-1,-1,-1,-1,-1,9,-1,-1,-1
2271.json,-1,-1,-1,-1,-1,-1,12,-1,-1,-1
2276.json,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
228.json,3,-1,-1,-1,-1,-1,8,-1,-1,2
228.json,3,-1,-1,-1,-1,-1,24,-1,-1,2
228.json,3,-1,-1,-1,-1,-1,10,-1,-1,2
228.json,3,-1,-1,-1,-1,-1,19,-1,-1,2
229.json,3,-1,-1,-1,-1,-1,24,-1,-1,2
229.json,3,-1,-1,-1,-1,-1,8,-1,-1,2
229.json,3,-1,-1,-1,-1,-1,10,-1,-1,2
234.json,6,-1,38,-1,0,3,3,5,1,2
234.json,6,-1,38,-1,0,3,4,5,1,2
234.json,6,-1,38,-1,0,3,5,5,1,2
234.json,6,-1,38,-1,0,3,8,5,1,2
234.json,6,-1,38,-1,0,3,10,5,1,2
234.json,6,-1,38,-1,0,3,15,5,1,2
234.json,6,-1,38,-1,0,3,19,5,1,2
234.json,6,-1,38,-1,0,12,3,5,1,2
234.json,6,-1,38,-1,0,12,4,5,1,2
234.json,6,-1,38,-1,0,12,5,5,1,2
234.json,6,-1,38,-1,0,12,8,5,1,2
234.json,6,-1,38,-1,0,12,10,5,1,2
234.json,6,-1,38,-1,0,12,15,5,1,2
234.json,6,-1,38,-1,0,12,19,5,1,2
246.json,6,-1,33,-1,0,17,8,5,1,2
246.json,6,-1,33,-1,0,17,24,5,1,2
246.json,6,-1,33,-1,0,17,10,5,1,2
246.json,6,-1,33,-1,0,3,8,5,1,2
246.json,6,-1,33,-1,0,3,24,5,1,2
246.json,6,-1,33,-1,0,3,10,5,1,2
246.json,6,-1,33,-1,0,4,8,5,1,2
246.json,6,-1,33,-1,0,4,24,5,1,2
246.json,6,-1,33,-1,0,4,10,5,1,2
246.json,6,-1,36,-1,0,17,8,5,1,2
246.json,6,-1,36,-1,0,17,24,5,1,2
246.json,6,-1,36,-1,0,17,10,5,1,2
246.json,6,-1,36,-1,0,3,8,5,1,2
246.json,6,-1,36,-1,0,3,24,5,1,2
246.json,6,-1,36,-1,0,3,10,5,1,2
246.json,6,-1,36,-1,0,4,8,5,1,2
246.json,6,-1,36,-1,0,4,24,5,1,2
246.json,6,-1,36,-1,0,4,10,5,1,2
247.json,-1,-1,52,-1,-1,-1,8,-1,-1,2
247.json,-1,-1,52,-1,-1,-1,10,-1,-1,2
250.json,2,-1,30,-1,1,5,8,-1,-1,2
250.json,2,-1,30,-1,1,5,9,-1,-1,2
250.json,2,-1,30,-1,1,5,10,-1,-1,2
250.json,2,-1,30,-1,1,5,12,-1,-1,2
250.json,2,-1,30,-1,1,5,24,-1,-1,2
250.json,2,-1,30,-1,1,6,8,-1,-1,2
250.json,2,-1,30,-1,1,6,9,-1,-1,2
250.json,2,-1,30,-1,1,6,10,-1,-1,2
250.json,2,-1,30,-1,1,6,12,-1,-1,2
250.json,2,-1,30,-1,1,6,24,-1,-1,2
250.json,2,-1,30,-1,1,7,8,-1,-1,2
250.json,2,-1,30,-1,1,7,9,-1,-1,2
250.json,2,-1,30,-1,1,7,10,-1,-1,2
250.json,2,-1,30,-1,1,7,12,-1,-1,2
250.json,2,-1,30,-1,1,7,24,-1,-1,2
250.json,2,-1,30,-1,1,8,8,-1,-1,2
250.json,2,-1,30,-1,1,8,9,-1,-1,2
250.json,2,-1,30,-1,1,8,10,-1,-1,2
250.json,2,-1,30,-1,1,8,12,-1,-1,2
250.json,2,-1,30,-1,1,8,24,-1,-1,2
250.json,2,-1,30,-1,1,9,8,-1,-1,2
250.json,2,-1,30,-1,1,9,9,-1,-1,2
250.json,2,-1,30,-1,1,9,10,-1,-1,2
250.json,2,-1,30,-1,1,9,12,-1,-1,2
250.json,2,-1,30,-1,1,9,24,-1,-1,2
250.json,2,-1,30,-1,1,10,8,-1,-1,2
250.json,2,-1,30,-1,1,10,9,-1,-1,2
250.json,2,-1,30,-1,1,10,10,-1,-1,2
250.json,2,-1,30,-1,1,10,12,-1,-1,2
250.json,2,-1,30,-1,1,10,24,-1,-1,2
250.json,2,-1,30,-1,1,15,8,-1,-1,2
250.json,2,-1,30,-1,1,15,9,-1,-1,2
250.json,2,-1,30,-1,1,15,10,-1,-1,2
250.json,2,-1,30,-1,1,15,12,-1,-1,2
250.json,2,-1,30,-1,1,15,24,-1,-1,2
258.json,6,-1,13,-1,0,1,8,5,1,4
258.json,6,-1,13,-1,0,1,10,5,1,4
258.json,6,-1,13,-1,0,3,8,5,1,4
258.json,6,-1,13,-1,0,3,10,5,1,4
258.json,6,-1,13,-1,0,12,8,5,1,4
258.json,6,-1,13,-1,0,12,10,5,1,4
259.json,6,-1,52,-1,0,12,0,5,1,2
259.json,6,-1,52,-1,0,12,3,5,1,2
259.json,6,-1,52,-1,0,12,4,5,1,2
259.json,6,-1,52,-1,0,12,5,5,1,2
259.json,6,-1,52,-1,0,12,8,5,1,2
259.json,6,-1,52,-1,0,12,10,5,1,2
259.json,6,-1,52,-1,0,12,15,5,1,2
259.json,6,-1,52,-1,0,12,17,5,1,2
261.json,1,-1,0,-1,-1,11,9,-1,1,4
261.json,1,-1,0,-1,-1,11,9,-1,13,4
261.json,1,-1,0,-1,-1,11,19,-1,1,4
261.json,1,-1,0,-1,-1,11,19,-1,13,4
261.json,1,-1,0,-1,-1,11,12,-1,1,4
261.json,1,-1,0,-1,-1,11,12,-1,13,4
261.json,1,-1,0,-1,-1,12,9,-1,1,4
261.json,1,-1,0,-1,-1,12,9,-1,13,4
261.json,1,-1,0,-1,-1,12,19,-1,1,4
261.json,1,-1,0,-1,-1,12,19,-1,13,4
261.json,1,-1,0,-1,-1,12,12,-1,1,4
261.json,1,-1,0,-1,-1,12,12,-1,13,4
261.json,6,-1,0,-1,-1,11,9,-1,1,4
261.json,6,-1,0,-1,-1,11,9,-1,13,4
261.json,6,-1,0,-1,-1,11,19,-1,1,4
261.json,6,-1,0,-1,-1,11,19,-1,13,4
261.json,6,-1,0,-1,-1,11,12,-1,1,4
261.json,6,-1,0,-1,-1,11,12,-1,13,4
261.json,6,-1,0,-1,-1,12,9,-1,1,4
261.json,6,-1,0,-1,-1,12,9,-1,13,4
261.json,6,-1,0,-1,-1,12,19,-1,1,4
261.json,6,-1,0,-1,-1,12,19,-1,13,4
261.json,6,-1,0,-1,-1,12,12,-1,1,4
261.json,6,-1,0,-1,-1,12,12,-1,13,4
27.json,1,-1,2,-1,-1,5,-1,-1,-1,-1
27.json,1,-1,2,-1,-1,6,-1,-1,-1,-1
27.json,1,-1,2,-1,-1,7,-1,-1,-1,-1
27.json,1,-1,2,-1,-1,8,-1,-1,-1,-1
27.json,1,-1,2,-1,-1,9,-1,-1,-1,-1
27.json,1,-1,2,-1,-1,15,-1,-1,-1,-1
282.json,6,-1,43,-1,-1,17,9,9,-1,2
282.json,6,-1,43,-1,-1,17,9,4,-1,2
282.json,6,-1,43,-1,-1,17,12,9,-1,2
282.json,6,-1,43,-1,-1,17,12,4,-1,2
282.json,6,-1,43,-1,-1,17,20,9,-1,2
282.json,6,-1,43,-1,-1,17,20,4,-1,2
282.json,6,-1,43,-1,-1,17,14,9,-1,2
282.json,6,-1,43,-1,-1,17,14,4,-1,2
29.json,-1,-1,-1,-1,-1,-1,8,-1,-1,2
29.json,-1,-1,-1,-1,-1,-1,10,-1,-1,2
29.json,-1,-1,-1,-1,-1,-1,19,-1,-1,2
292.json,-1,-1,2,-1,-1,-1,19,-1,-1,2
298.json,6,-1,43,-1,1,3,0,5,1,2
298.json,6,-1,43,-1,1,3,3,5,1,2
298.json,6,-1,43,-1,1,3,4,5,1,2
298.json,6,-1,43,-1,1,3,5,5,1,2
298.json,6,-1,43,-1,1,3,8,5,1,2
298.json,6,-1,43,-1,1,3,9,5,1,2
298.json,6,-1,43,-1,1,3,10,5,1,2
298.json,6,-1,43,-1,1,3,12,5,1,2
298.json,6,-1,43,-1,1,3,15,5,1,2
298.json,6,-1,43,-1,1,3,17,5,1,2
298.json,6,-1,43,-1,1,3,19,5,1,2
298.json,6,-1,43,-1,1,12,0,5,1,2
298.json,6,-1,43,-1,1,12,3,5,1,2
298.json,6,-1,43,-1,1,12,4,5,1,2
298.json,6,-1,43,-1,1,12,5,5,1,2
298.json,6,-1,43,-1,1,12,8,5,1,2
298.json,6,-1,43,-1,1,12,9,5,1,2
298.json,6,-1,43,-1,1,12,10,5,1,2
298.json,6,-1,43,-1,1,12,12,5,1,2
298.json,6,-1,43,-1,1,12,15,5,1,2
298.json,6,-1,43,-1,1,12,17,5,1,2
298.json,6,-1,43,-1,1,12,19,5,1,2
30.json,6,-1,-1,-1,-1,17,8,9,-1,4
30.json,6,-1,-1,-1,-1,17,8,4,-1,4
30.json,6,-1,-1,-1,-1,17,10,9,-1,4
30.json,6,-1,-1,-1,-1,17,10,4,-1,4
301.json,6,-1,21,-1,-1,17,0,6,6,2
301.json,6,-1,21,-1,-1,17,8,6,6,2
301.json,6,-1,21,-1,-1,17,9,6,6,2
301.json,6,-1,21,-1,-1,17,10,6,6,2
301.json,6,-1,21,-1,-1,17,12,6,6,2
301.json,6,-1,21,-1,-1,17,17,6,6,2
301.json,6,-1,21,-1,-1,17,19,6,6,2
301.json,6,-1,21,-1,-1,3,0,6,6,2
301.json,6,-1,21,-1,-1,3,8,6,6,2
301.json,6,-1,21,-1,-1,3,9,6,6,2
301.json,6,-1,21,-1,-1,3,10,6,6,2
301.json,6,-1,21,-1,-1,3,12,6,6,2
301.json,6,-1,21,-1,-1,3,17,6,6,2
301.json,6,-1,21,-1,-1,3,19,6,6,2
301.json,6,-1,21,-1,-1,12,0,6,6,2
301.json,6,-1,21,-1,-1,12,8,6,6,2
301.json,6,-1,21,-1,-1,12,9,6,6,2
301.json,6,-1,21,-1,-1,12,10,6,6,2
301.json,6,-1,21,-1,-1,12,12,6,6,2
301.json,6,-1,21,-1,-1,12,17,6,6,2
301.json,6,-1,21,-1,-1,12,19,6,6,2
302.json,-1,-1,-1,-1,-1,-1,8,-1,-1,2
302.json,-1,-1,-1,-1,-1,-1,10,-1,-1,2
304.json,6,-1,43,-1,-1,3,2,5,8,2
304.json,6,-1,43,-1,-1,3,2,5,1,2
308.json,-1,-1,52,-1,-1,-1,8,-1,-1,-1
308.json,-1,-1,52,-1,-1,-1,10,-1,-1,-1
309.json,3,-1,41,-1,-1,-1,8,-1,-1,2
309.json,3,-1,41,-1,-1,-1,10,-1,-1,2
320.json,-1,-1,-1,-1,-1,-1,8,-1,-1,2
320.json,-1,-1,-1,-1,-1,-1,10,-1,-1,2
320.json,-1,-1,-1,-1,-1,-1,19,-1,-1,2
327.json,-1,-1,52,-1,-1,-1,8,-1,-1,-1
327.json,-1,-1,52,-1,-1,-1,10,-1,-1,-1
33.json,-1,-1,43,-1,1,4,3,-1,-1,-1
33.json,-1,-1,43,-1,1,4,4,-1,-1,-1
33.json,-1,-1,43,-1,1,4,5,-1,-1,-1
33.json,-1,-1,43,-1,1,4,15,-1,-1,-1
332.json,3,-1,-1,-1,-1,1,8,5,-1,2
332.json,3,-1,-1,-1,-1,1,10,5,-1,2
336.json,6,-1,52,-1,-1,1,8,5,6,2
336.json,6,-1,52,-1,-1,1,10,5,6,2
336.json,6,-1,52,-1,-1,12,8,5,6,2
336.json,6,-1,52,-1,-1,12,10,5,6,2
340.json,6,-1,35,-1,1,3,8,5,1,2
340.json,6,-1,35,-1,1,3,8,5,9,2
340.json,6,-1,35,-1,1,3,10,5,1,2
340.json,6,-1,35,-1,1,3,10,5,9,2
340.json,6,-1,35,-1,1,3,19,5,1,2
340.json,6,-1,35,-1,1,3,19,5,9,2
340.json,6,-1,35,-1,1,3,20,5,1,2
340.json,6,-1,35,-1,1,3,20,5,9,2
340.json,6,-1,35,-1,1,12,8,5,1,2
340.json,6,-1,35,-1,1,12,8,5,9,2
340.json,6,-1,35,-1,1,12,10,5,1,2
340.json,6,-1,35,-1,1,12,10,5,9,2
340.json,6,-1,35,-1,1,12,19,5,1,2
340.json,6,-1,35,-1,1,12,19,5,9,2
340.json,6,-1,35,-1,1,12,20,5,1,2
340.json,6,-1,35,-1,1,12,20,5,9,2
340.json,6,-1,36,-1,1,3,8,5,1,2
340.json,6,-1,36,-1,1,3,8,5,9,2
340.json,6,-1,36,-1,1,3,10,5,1,2
340.json,6,-1,36,-1,1,3,10,5,9,2
340.json,6,-1,36,-1,1,3,19,5,1,2
340.json,6,-1,36,-1,1,3,19,5,9,2
340.json,6,-1,36,-1,1,3,20,5,1,2
340.json,6,-1,36,-1,1,3,20,5,9,2
340.json,6,-1,36,-1,1,12,8,5,1,2
340.json,6,-1,36,-1,1,12,8,5,9,2
340.json,6,-1,36,-1,1,12,10,5,1,2
340.json,6,-1,36,-1,1,12,10,5,9,2
340.json,6,-1,36,-1,1,12,19,5,1,2
340.json,6,-1,36,-1,1,12,19,5,9,2
340.json,6,-1,36,-1,1,12,20,5,1,2
340.json,6,-1,36,-1,1,12,20,5,9,2
342.json,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
344.json,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
345.json,6,-1,43,-1,-1,5,8,7,1,4
345.json,6,-1,43,-1,-1,5,8,7,9,4
345.json,6,-1,43,-1,-1,5,9,7,1,4
345.json,6,-1,43,-1,-1,5,9,7,9,4
345.json,6,-1,43,-1,-1,5,10,7,1,4
345.json,6,-1,43,-1,-1,5,10,7,9,4
345.json,6,-1,43,-1,-1,5,12,7,1,4
345.json,6,-1,43,-1,-1,5,12,7,9,4
345.json,6,-1,43,-1,-1,5,13,7,1,4
345.json,6,-1,43,-1,-1,5,13,7,9,4
345.json,6,-1,43,-1,-1,6,8,7,1,4
345.json,6,-1,43,-1,-1,6,8,7,9,4
345.json,6,-1,43,-1,-1,6,9,7,1,4
345.json,6,-1,43,-1,-1,6,9,7,9,4
